title,rating,year,poster_path,overview
Clube dos Vândalos,6.7,2024,/6zWYq8gYzyUMN6pWNWmV0f6cR8M.jpg,"Kathy, uma membro obstinado dos Vândalos, casada com um motociclista selvagem e imprudente chamado Benny, conta a evolução dos Vândalos ao longo de uma década, começando como um clube local unido por bons momentos, motos a roncar e respeito pelo seu forte e firme líder, Johnny. A medida que a vida nos Vândalos se torna mais perigosa e o clube ameaça tornar-se uma gangue mais sinistra, Kathy, Benny e Johnny são forçados a fazer escolhas sobre sua lealdade."
Acampamento Alec,10,2025,/kYgTWi2Nvw0btot2iLWe8cprfHc.jpg,"O acampamento ALEC é um acampamento de férias para crianças não-verbais. Apesar de serem indivíduos inteligentes e capazes, os campistas não conseguem vocalizar seus pensamentos. Para se expressarem, as crianças usam dispositivos de comunicação aumentativa e alternativa que traduzem suas mensagens para o discurso verbal."
Jungle Cruise,7.3,2021,/9E76j2DcQv8LdbX1Wa9jpbDBfw1.jpg,"O destemido capitão Frank Wolff e a intrépida pesquisadora Lily Houghton se aventuram pela Amazônia a bordo da peculiar embarcação La Quila. Determinados a encontrar uma árvore cujos poderes de cura podem mudar o futuro da medicina, nem mesmo as águas perigosas e as forças sobrenaturais que enfrentam pelo caminho poderão detê-los. Mas os riscos aumentam ainda mais conforme os segredos da árvore se revelam, o destino de Lily e Frank e também de toda a humanidade está em jogo."
Rogue One: Uma História Star Wars,7.5,2016,/xaoaGDT77sWapUA9Q1DKXUOMamy.jpg,"Ainda criança, Jyn Erso foi afastada de seu pai, devido à exigência do diretor Krennic de que ele trabalhasse na construção da arma mais poderosa do Império, a Estrela da Morte. Criada por Saw Gerrera, ela teve que aprender a sobreviver por conta própria ao completar 16 anos. Já adulta, Jyn é resgatada da prisão pela Aliança Rebelde, que deseja ter acesso a uma mensagem enviada por seu pai a Gerrera. Com a promessa de liberdade ao término da missão, ela aceita trabalhar para os rebeldes ao lado do capitão Cassian Andor e do robô K-2SO."
A Noviça Rebelde,7.7,1965,/nF9wgSkAvjzJi6fF4oa8GcojTof.jpg,"No final da década de 1930, na Áustria, quando o pesadelo nazista estava prestes a se instaurar no país, uma noviça que vive em um convento, mas não consegue seguir as rígidas normas de conduta das religiosas, vai trabalhar como governanta na casa do capitão Von Trapp, que é viúvo, tem sete filhos e os educa como se fizessem parte de um regimento. Sua chegada modifica drasticamente o padrão da família, trazendo alegria novamente ao lar da família Von Trapp e conquistando o carinho e o respeito das crianças. Mas ela termina se apaixonando pelo capitão, que está comprometido com uma rica baronesa."
Aves de Rapina: Arlequina e sua Emancipação Fantabulosa,6.9,2020,/pjM0QX6r2rrNyxeQQIJkH5JPuRx.jpg,"Arlequina, Canário Negro, Caçadora, Cassandra Cain e a policial Renée Montoya formam um grupo inusitado de heroínas. Quando um perigoso criminoso começa a causar destruição em Gotham, as cinco mulheres precisam se unir para defender a cidade."
O Primeiro Amor,8,2010,/uURMTc8sSswigTHpV42TV6xhRkh.jpg,"Juli e Bryce se conheceram aos sete anos de idade. Ela sempre admirou o menino, mas ele achava a vizinha meio estranha. Aos 13 tudo muda e ele começa a se apaixonar pela menina. Juntos, eles compartilharam diversas experiências amorosas, como o famoso primeiro beijo, que faz parte da vida de todo adolescente."
65: Ameaça Pré-Histórica,6,2023,/uwAUZ2yD6mgQl2lhuEkRDpl5lmR.jpg,"Após um acidente catastrófico em um planeta desconhecido, o piloto Mills rapidamente descobre que está preso na Terra há 65 milhões de anos. Agora, com apenas uma chance de resgate, Mills e o único outro sobrevivente, Koa, devem atravessar um terreno desconhecido cheio de perigosas criaturas pré-históricas (incluindo dinossauros) em uma luta épica para sobreviver."
O Filho de Chucky,5.5,2004,/a7vVEDLt4rFYTxZRPeRGEv7QbNQ.jpg,"O boneco assassino está de volta! O descendente descobre onde seus pais estão, e vai a Hollywood ressuscita-los da morte. Mas para o horror do delicado Glen, Chucky e Tiffany estão sedentos de sangue. A dinâmica familiar está longe de ser perfeita, porque Chucky não consegue entender que seu filho não quer seguir seus passos assassinos, e Tiffany está enfeitiçada pelo sucesso do mundo artístico, com o filme que irá estrelar com a sua atriz predileta, Jennifer Tilly (representada por ela mesma), que logo se torna inconscientemente, anfitriã para esta nova família de muitas maneiras..."
Ad Vitam,6.3,2025,/3ZqM7bLNmHdyj658gqtifrV5afl.jpg,"Quando ele e a esposa grávida são atacados em casa, um ex-agente de elite se envolve em uma caçada perigosa ligada ao seu passado complicado."
Bolt: Supercão,6.5,2008,/puAIiFICbqLehrE8X884ZbNxI8N.jpg,"Bolt é o astro do maior e mais divertido show de Hollywood. O único problema é que ele acha que é tudo de verdade. Um dia, acidentalmente, o Supercão embarca para a cidade de Nova York e se separa da sua amada dona e coestrela Penny. Agora, na vida real, Bolt entra em ação para encontrar o caminho de volta para casa. Junto ao seu hilário amigo auxiliar Rhino, seu fã número 1, e uma gata esperta chamada Mittens, começam uma incrível jornada em que ele descobre que não precisa de superpoderes par ser um herói."
One Piece: Red,7.2,2022,/uBU3snGYZADnKB65b4Nn194viHV.jpg,"Uta — o cantor mais amado do mundo. Sua voz, com a qual ela canta enquanto esconde sua verdadeira identidade, foi descrita como “de outro mundo”. Ela aparecerá em público pela primeira vez em um show ao vivo. À medida que o local se enche de todos os tipos de fãs de Uta – piratas animados, a Marinha assistindo de perto e os Chapéus de Palha liderados por Luffy que simplesmente vieram curtir sua performance sonora – a voz que o mundo inteiro estava esperando está prestes a ressoar."
O Homem que Matou o Facínora,7.8,1962,/teVrGBWygLJPcnS3QB96KUXCPOg.jpg,"Enquanto o senador americano de cabelos grisalhos Ransom Stoddard e sua adorável esposa, Hallie, retornam à cidade esquecida de Shinbone para enterrar Tom Doniphon, um velho amigo, surgem perguntas urgentes. Ao ser encurralado pelo curioso editor-chefe do jornal local, o congressista, então um advogado iniciante, conta a história de como conheceu Tom e como lutou contra o cruel agitador estadual Liberty Valance e seus capangas assassinos. Naquela época, a fronteira oeste era um lugar perigoso para se viver, onde a lei dava lugar à força bruta. Na poeirenta Shinbone, será que o povo se dá conta do quanto deve ao homem que atirou em Liberty Valance?"
American Pie: O Reencontro,6.3,2012,/8mxG1SPWilznur6Q4vKjHG7boyG.jpg,"Para comemorar dez anos de formatura do ensino médio, a turma toda se reúne em East Great Falls, Michigan, durante um fim de semana. Cada um deles vive um momento diferente, mas alguns hábitos nunca mudam."
Alice Através do Espelho,6.6,2016,/xHANJfW7hk2weM532IpUthgAQfo.jpg,"Alice retorna após uma longa viagem pelo mundo, e reencontra a mãe. No casarão de uma grande festa, ela percebe a presença de um espelho mágico. A jovem atravessa o objeto e retorna ao País das Maravilhas, onde descobre que o Chapeleiro Maluco corre risco de morte após fazer uma descoberta sobre seu passado. Para salvar o amigo, Alice deve conversar com o Tempo para voltar às vésperas de um evento traumático e mudar o destino do Chapeleiro. Nesta aventura, também descobre um trauma que separou as irmãs Rainha Branca e Rainha Vermelha."
O Grinch,6.9,2018,/rmXN4DgZrGNxrUaSyR3wE7sG78m.jpg,"O Grinch é um ser verde que não suporta o Natal e, todo ano, precisa impedir que os habitantes da cidade vizinha de Quemlândia comemorem a data. Decidido a acabar com a festa, ele resolve invadir os lares dos vizinhos e roubar tudo o que está relacionado ao Natal."
"Garota, Interrompida",7.6,1999,/wUO6W6DVF5x5ppQ2X2YXi7HIm1.jpg,"Questionavelmente diagnosticada num quadro de distúrbio de personalidade, Susanna rebela-se contra a enfermeira-chefe e a psiquiatra, preferindo se aliar às residentes ""lunáticas"" — um grupo de mulheres problemáticas, incluindo a carismática sociopata Lisa. Mas Susanna aprende depressa que, se quiser a liberdade, terá que enfrentar a pessoa que a aterroriza mais que tudo: ela própria."
O Chamado,6.7,2002,/4skN151KEKtJQSLJ7zkWSDGE0DJ.jpg,"Rachel Keller é uma jornalista que decide investigar a misteriosa morte de sua sobrinha. Ela percebe a relação da morte dela e de várias outras mortes com um estranho vídeo, que faz com que todas as pessoas que o assistam morram exatamente sete dias depois. Intrigada com a história, ela agora precisa descobrir um meio que impeça que a profecia se realize, já que ela e seu filho assistiram ao vídeo."
O Império dos Sentidos,6.6,1976,/28XPd5gYMQ418PxfLybfAxw5zYI.jpg,A história de uma ex-prostituta que envolve-se em um caso de amor obsessivo com o senhorio de uma propriedade onde ela trabalha como criada. O que começa como uma diversão inconseqüente transforma-se em uma paixão que ultrapassa quaisquer limites.
Quem Quer Ser um Milionário?,7.7,2008,/timJSy64zR0BM2xhkXwIyvDG6MM.jpg,"Jamal K. Malik é um jovem que trabalha servindo chá em uma empresa de telemarketing. Sua infância foi difícil, tendo que fugir da miséria e violência para conseguir chegar ao emprego atual. Um dia ele se inscreve no popular programa de TV ""Quem Quer Ser um Milionário?"". Inicialmente desacreditado, ele encontra em fatos de sua vida as respostas das perguntas feitas."
Profissão de Risco,7.4,2001,/fnh5mrR97ULnlFGe5Itb1qz12e9.jpg,"Em plenos anos 70, o tráfico de drogas cresce e se espalha cada vez mais rumo aos quatro cantos do planeta. Nos Estados Unidos o elo principal é George Jung, que logo se torna o principal importador de cocaína do Cartel de Medelin, comandado por Pablo Escobar. Durante duas décadas, Jung foi um dos principais alvos do combate às drogas do governo americano e era quem fazia a conexão entre os EUA e a Colômbia."
American Pie: O Casamento,6.2,2003,/uG1eEKdLIq8Lxlq9AQMtdYQ4rk0.jpg,"Após os eventos do colégio e da faculdade, os garotos estão enfim se tornando adultos. Jim (Jason Biggs) e Michelle (Alyson Hannigan) estão prestes a se casar, já que a avó de Jim adoece e diz que gostaria de vê-lo se casar antes de morrer. Os pais e amigos de Jim já planejam os preparativos para o grande casamento. Enquanto Stifler (Seann William Scott) organiza a despedida de solteiro, Finch (Eddie Kaye Thomas) prepara rituais hedonistas para o noivo. No entanto, a situação se complica de vez após Stifler se interessar por Cadence (January Jones), irmã caçula de Michelle que será dama de honra no casamento e não vê a hora de perder a virgindade."
Irmãos,6,2024,/3cA9T9Gt9oinyNWGeOX8qjPFtcc.jpg,"Conta a história de um criminoso arrependido cuja tentativa de uma vida correta sai dos trilhos ao se reunir com seu irmão gêmeo que testa sua sanidade em uma viagem pelo país atrás do prêmio de suas vidas. Evitando balas, a lei, e uma mãe autoritária no caminho, eles devem reatar o laço familiar partido antes de matarem um ao outro."
Homem-Aranha 2,7.3,2004,/y06FivvCfqapHB3iETOtbAqWdkD.jpg,"Dois anos se passaram desde que o tranquilo Peter Parker separou-se do grande amor de sua vida, Mary Jane Watson, e decidiu assumir o compromisso e a responsabilidade de seguir sendo o Homem-Aranha. Peter enfrenta novos desafios enquanto aprende a lidar com ""seu dom e sua maldição"", tentando desesperadamente harmonizar suas duas identidades: A do super-herói aracnídeo, o Homem-Aranha, e a do estudante universitário."
Todo Mundo Quase Morto,7.5,2004,/6ZcQxukKwAs6NBhQiw9csWmkO20.jpg,"Shaun trabalha como vendedor e divide uma casa com Ed, seu melhor amigo, e Pete. Ele costuma ir sempre ao pub local, mas Liz, sua namorada, está cansada de lá. Além disto ela sempre reclama que ele não se separa de Ed, apesar de suas piadas bobas e seu desinteresse em fazer algo útil. Para resolver a questão Shaun aceita marcar um encontro com Liz em outro restaurante, mas se esquece de fazer a reserva. Irritada, ela decide terminar com ele. Shaun, arrasado, se embebeda no seu pub predileto ao lado de Ed, sem notar que as pessoas à sua volta estão se tornando zumbis, devido a um estranho fenômeno."
Mad Max,6.7,1979,/trfvD67gEdiuju2avJsC4ikJWgt.jpg,"Em um futuro distópico não muito distante, os recursos de óleo foram esgotados e o mundo está mergulhado em guerra, fome e caos financeiro. É quando o policial Mad Max, que não tem mais nada além de seus instintos de sobrevivência e retaliação, começa uma vingança contra a gangue que perseguiu e assassinou sua esposa e filhos."
Ex_Machina: Instinto Artificial,7.6,2015,/hfpnFtgcYom9Gk9s1IyWiovpZYg.jpg,"Um jovem programador chamado Caleb ganha um concurso e recebe a oportunidade de testar uma inteligência artificial criada por Nathan, um brilhante e recluso bilionário. Mas conforme os testes progridem, Caleb descobre que essa inteligência artificial é tão sofisticada e imprevisível que ele não sabe mais em quem confiar."
Valerian e a Cidade dos Mil Planetas,6.6,2017,/Ar9Npj8l5SnxpwAGNkdmObv0VBd.jpg,"Século XXVIII. Valérian é um agente viajante do tempo e do espaço que luta ao lado da parceira Laureline, por quem é apaixonado, em defesa da Terra e seus planetas aliados, continuamente atacados por bandidos intergaláticos. Quando chegam no planeta Alpha, eles precisarão acabar com uma operação comandada por grandes forças que deseja destruir os sonhos e as vidas dos dezessete milhões de habitantes do planeta."
Superman III,5.5,1983,/jyUk4HG6Kk85k0FdjB9dmatqkRZ.jpg,"Superman enfrenta agora um diabólico super computador, programado por um gênio da informática que pretende dominar o mundo."
Tom & Jerry: O Filme,6.8,2021,/9NvYyM8H6d5KAVGqpyFV9YPO5cU.jpg,"Um gato de rua chamado Tom é contratado por uma garota chamada Kayla, uma jovem empregada que trabalha em um hotel glamouroso em Nova York, para se livrar de Jerry, um rato travesso que se mudou para o hotel, antes que ele seja a ruína de um importante casamento."
Atirador Implacável,5.4,2024,/zvd8ziOz5atIb0mM55Am7wcKWK4.jpg,"Quando um acampamento em família dá errado, um veterano aposentado precisa lutar para salvar seus filhos de uma perigosa organização criminosa que os ameaça no meio da floresta."
Millennium: Os Homens Que Não Amavam as Mulheres,7.4,2011,/iwaFFPTJFD5cH8DvKlsjy8Thtg3.jpg,"Um jornalista investigativo e uma hacker de computador são contratados para desvendar o desaparecimento de uma jovem há 36 anos. À medida que avançam na investigação crescem os riscos, pois a família da jovem não quer ter seus segredos revelados."
"Natsu e no Tunnel, Sayonara no Deguchi",7.7,2022,/psu1NvHQ4Ggwmy0arCiQc394Vqe.jpg,"Kaoru Tono ouviu um rumor: As leis do espaço e do tempo não significam nada para o Túnel Urashima. Se você o encontrar, atravesse e encontrará o desejo do seu coração do outro lado... em troca de anos da sua própria vida. Uma noite, Kaoru se vê em frente a um túnel que se parece suspeitosamente com aquele descrito no rumor. Ele se lembra de Karen, a irmã que perdeu em um acidente há cinco anos.  Para surpresa de Kaoru, ele é seguido pela nova estudante transferida Anzu Hanashiro, que promete ajudá-lo a experimentar o túnel misterioso - mas o que ela quer de Kaoru em troca? E o que ele terá para oferecer depois que o túnel tiver terminado com ele?"
Tartarugas Até Lá Embaixo,7.5,2024,/mrfbp6I3UdFmZyxzNS7Y5KRQS7V.jpg,Aza Holmes é uma garota de 16 anos que sofre de ansiedade e transtorno obsessivo-compulsivo. Ela se reconecta com um interesse amoroso da infância e vê a chance de encontrar o amor e a felicidade apesar de sua saúde mental.
Comemoração de 20 anos de Harry Potter: De Volta a Hogwarts,7.3,2022,/bhY813zHKJStgUwl9kfBA3WDDPS.jpg,"Uma encantadora história de making-of contada por meio de novas entrevistas em profundidade e conversas com o elenco, convidando os fãs a uma jornada mágica em primeira pessoa através de uma das franquias de filmes mais amadas de todos os tempos."
Sin City: A Dama Fatal,6.4,2014,/477iFpk3xfMeNiFgbGxEQjSLeBl.jpg,"Dwight tem seu confronto final com a mulher dos seus sonhos e pesadelos, Ava. Ela consegue ler mentes e transforma-se exatamente no que os homens desejam. Repleta de mulheres fortes, anti-heróis e vilões cruéis, seus caminhos se cruzam pelas ruas e bares da cidade do pecado."
Assassino por Acaso,6.8,2024,/gWrdBimWApP3bm2Sk0CSJvjrj0r.jpg,"Fingindo ser um assassino de aluguel para prender seus contratantes, o policial Gary Johnson quebra seus protocolos profissionais, assim se colocando em risco, ao salvar uma mulher de seu namorado abusivo."
Pânico na Floresta 3,5.7,2009,/ablEp5NwXbfSL3HXPOkM9fW5DKP.jpg,"Uma van cheia de prisioneiros é puxada para fora da estrada por um canibal louco, eles precisam lutar por sua sobrevivência em uma floresta cheia de armadilhas."
Golden Kamuy,6.8,2024,/kbW1DV9gPNeXvhwqvJtcRVSPk5C.jpg,"Na fronteira de Hokkaido, um veterano de guerra e uma garota Ainu lutam contra rebeldes e militares desertores para achar um tesouro cujo mapa está tatuado em criminosos."
Procurando Dory,7.0,2016,/iq0bBYiDe7ttTNBtTwMBqBLPCXJ.jpg,"Um ano depois dos acontecimentos narrados em “Procurando Nemo”, Dory convive em paz com Marlin e seu filho Nemo. Mas durante uma viagem para ver como as arraias migram de volta para casa, os problemas de memória de Dory parecem desaparecer por um segundo: ela lembra que tem família e imediatamente decide fazer uma viagem para reencontrar os pais, que perdeu anos atrás."
Quebrando Regras,6.8,2008,/4xKCipkzg3xnGbkOUxU3xByRZAv.jpg,"Jake Tyler nunca procura por confusão — mas ela sempre parece encontrá-lo. Pouco depois de se mudar de uma cidade pacata para a agitada Flórida, Jake parece encontrar ainda mais problemas quando é arrastado para uma liga de luta underground — um tipo de clube da luta para adolescentes. Agora, Jake contará com a ajuda de seus novos amigos — um sábio treinador, uma namorada aventureira e um melhor amigo frágil e cativante — para superar o caos ao seu redor."
A Ilha,6.7,2005,/cmYwqH7avrYZ3AwAODtw5ZAyavW.jpg,"Um homem que vive em uma colônia estéril futurista começa a questionar sua existência quando sua amiga é escolhida para ir à ilha, o último lugar não contaminado do mundo."
Monstros vs Alienígenas,6.2,2009,/rkV9oqoxun8h0aMQAhUR1rY60a1.jpg,"Um meteoro atinge Susan, e ela se transforma em uma gigante. Então, o governo a leva para uma área isolada. Quando os alienígenas chegam à Terra, Susan e os outros monstros ajudam a salvar o planeta."
Truque de Mestre - O 3° Ato,0,2025,/cPk3nl11KtzRHEBrYRbjXr009jQ.jpg,"Os Quatro Cavaleiros estão de volta com uma nova geração de ilusionistas e uma trama cheia de reviravoltas, mágicas e surpresas, em um truque que envolve a joia mais valiosa do mundo."
Um Tira da Pesada 4: Axel Foley,6.7,2024,/49zBBS5eSCqTj6r0T9kPoijib7E.jpg,"Quarenta anos depois de seu primeiro caso em Beverly Hills, o policial Axel Foley está de volta para fazer aquilo que ele mais ama: resolver crimes. E causar, óbvio."
Highlander: O Guerreiro Imortal,6.9,1986,/74PP2NUjqjJi9QzHNjQlg1jUOdY.jpg,"Connor MacLeod, um guerreiro escocês do século XVI, imortal e, após algum tempo, encontra Juan Ramirez, imortal como ele. Ramirez o ensina a manejar uma espada, pois a única forma de matar um imortal é cortando sua cabeça. Após alguns séculos, surge um inimigo, imortal como ambos, que pretende decapitar Connor, para se tornar o único imortal da face da Terra."
As Aventuras de Paddington,7.1,2014,/5OkckWBfVPajkIye5PqommeLtDS.jpg,"Paddington (voz de Ben Whishaw) foi criado na floresta do Peru pelos tios Pastuzo (voz de Michael Gambon) e Luzy (voz de Imelda Staunton), mas um terremoto acaba separando o trio. Diante disto, o pequeno urso é enviado pela tia para Londres, local onde mora um explorador que visitou o Peru décadas atrás. Paddington faz a viagem clandestinamente e, ao chegar, acaba indo para uma estação de trem. Lá ele conhece a família Brown, que decide ajudá-lo a encontrar o tal explorador. Só que a vida na civilização e entre humanos não é tão simples assim."
Um Laço de Amor,8.0,2017,/21uwPrntyCV9Z0LW7pZcVfbrqWo.jpg,"Frank, um homem solteiro, cria sozinho sua sobrinha Mary, uma criança-prodígio. Quando a garota se destaca na escola por causa de suas habilidades com a matemática, a avó dela planeja um futuro que pode separá-la do tio."
Corra que a Polícia Vem Aí! 33⅓: O Insulto Final,6.5,1994,/1xW2Wx2PcWwVcWT9XuWiDBlrT0F.jpg,"Na última parte da trilogia, o Tenente Frank Drebin é acionado novamente. Desta vez, a cerimônia do Oscar corre o risco de ir pelos ares, e o policial mais maluco da história é o único capaz de prender o responsável. Mesmo enferrujado e ainda aposentado, Frank assume mais uma divertida missão."
Batman & Robin,4.4,1997,/i7hEUpDuMN2LOrCEifFyGSHZQSY.jpg,"A dupla dinâmica enfrenta os supervilões Mr. Freeze e sedutora ecoterrorista Hera Venenosa. Mas, para poder livrar Gotham City das garras dos vilões, Batman e Robin contam com uma nova companheira, a Batgirl."
Simplesmente Acontece,7.8,2014,/azlKLU8YN1dY5bknWVWprIdjc7X.jpg,"Os jovens britânicos Rosie e Alex são amigos inseparáveis desde a infância, experimentando juntos as dificuldades amorosas, familiares e escolares. Embora exista uma atração entre eles, os dois mantêm a amizade acima de tudo. Um dia, Alex decide aceitar um convite para estudar medicina em Harvard, nos Estados Unidos. A distância entre eles faz com que nasçam os primeiros segredos, enquanto cada um encontra outros namorados e namoradas. Mas o destino continua atraindo Rosie e Alex um ao outro."
GTMAX,6.1,2024,/bx92hl70NUhojjO3eV6LqKllj4L.jpg,"Soélie, uma jovem prodígio do motocross, vê os seus sonhos de sucesso destruídos por um acidente. Dedica-se agora a treinar o seu irmão, Michael. Quando ele é recrutado por pilotos de scooter da TMAX para um assalto de alto nível em Paris, Soélie tem de superar os seus medos para o salvar."
RED 2: Aposentados e Ainda Mais Perigosos,6.5,2013,/tPKBt50sQTeBwkJrg5GIt7axRLX.jpg,"Tudo o que Frank Moses queria era levar uma vida normal ao lado da namorada Sarah, mas seu sonho vira um pesadelo quando seu parceiro Marvin Boggs aparece com uma novidade: suas vidas estão em perigo. Frank não dá muito crédito para as palavas do amigo, mas logo se vê forçado a acreditar que algo está acontecendo quando acaba sendo levado para um interrogatório e quase é morto. Agora, ele tem certeza de que sua cabeça e a de seu melhor amigo estão a prêmio. A questão é descobrir porque e como evitar que isso aconteça, nem que para isso eles tenham que correr o mundo, reeconcontrar velhos parceiros, na figura de Victoria e enfrentar antigos inimigos, como o poderoso Han. A caçada está só começando!"
Reféns na Ponte,6.3,2024,/cehRo1Z46ZicdMmt2TGHORg4GqH.jpg,"Eric, um veterano de guerra, passeia com a irmã quando um grupo de ex-militares faz reféns numa ponte. Agora, ele precisará usar suas habilidades para salvar a todos."
Regressão,6.5,2013,/l4nRnHbJGWnlKWihm3lkMxnxXVi.jpg,"Aos 16 anos de idade, Anna é filha de um dos casais mais ricos dos Estados Unidos. Esta garota inteligente e manipuladora acabou de passar por um grande trauma relacionado à sua família. Para investigar o caso, o perito John é convocado. Ele tem o poder de entrar na mente das pessoas, e deve determinar se Anna é culpada ou inocente neste caso."
Não Se Mexa,6.4,2024,/yViacqKI37G5pL02tQ2cuEOUqdQ.jpg,"Uma mulher em luto é injetada com uma substância paralisante. Agora, ela precisará escapar de um assassino impiedoso antes de perder completamente os movimentos."
Polar,6.3,2019,/2btxGF270fxOeNJInRNnFtZGkAA.jpg,Um assassino prestes a se aposentar precisa adiar a boa vida quando seu chefe ganancioso envia um bando de matadores jovens e cruéis para exterminá-lo.
Sumala,7.3,2024,/jCOac0WEpCz8KyQYV0MTQ5oSwmf.jpg,"Sumala, um nome que é temido pelas pessoas em um vilarejo em Semarang Regency desde o passado até hoje. Ninguém se atreve a sair quando a noite cai porque Sumala virá para matar."
Os Mercenários 2,6.3,2012,/7aaQYcUInTneXo7B8jJNwTxnQe6.jpg,"O grupo de mercenários se unem para evitar que um criminoso roube uma grande quantidade de plutônio, que possibilitaria a produção de armas nucleares. Após o assassinato de um amigo e o sumiço do mapa que leva ao plutônio, o grupo sai em busca de vingança."
Ambição Acima da Lei,6.0,1975,/vmgcz6KtHeRwAz60S3hPGNweItS.jpg,"Para o delegado obcecado pela fama não basta seguir e capturar os fugitivos. Ele precisa garantir que um fotógrafo esteja por perto para eternizar suas façanhas policiais e divulgar suas aspirações políticas. Um dia, o delegado descobre que sua fama pode estar ameaçada quando decide capturar o alvo número um: o descolado assaltante Jack Strawhorn."
Criação dos Deuses I: Reino das Tempestades,7.1,2023,/9hR5NPTT1gpTwcRO3wdgxhjEMyf.jpg,"Baseado no mais conhecido romance clássico de fantasia da China, Fengshenyanyi, a trilogia é um magnífico épico de fantasia oriental que recria as prolongadas guerras míticas entre humanos, imortais e monstros, que aconteceram há mais de três mil anos."
A.I.: Inteligência Artificial,7.0,2001,/nd2GPbJZFnqYWGeKk9foPMWnvqa.jpg,"O primeiro menino-robô programado para amar, David, é adotado por um funcionário da Cybertronics e sua esposa. Apesar de aos poucos ele ir se tornando o filho do casal, uma série de circunstâncias inesperadas dificulta a vida de David. Sem a total aceitação dos humanos ou das máquinas, o menino-robô embarca em uma jornada para descobrir seu verdadeiro mundo."
Não é Mais um Besteirol Americano,5.8,2001,/9pZVYcqNeQKxUXWf043spSHxgZH.jpg,"O filme não mostra misericórdia conforme espeta as convenções e clichês do gênero que você odeia amar. Junte-se Janey Briggs, um aspirante à artista que é motivo de riso de seus colegas por usar óculos, um rabo de cavalo e um macacão manchado, e Jake Wyler, o astro do futebol americano que faz uma aposta insensata para transformar Janey na rainha do baile, em uma brincadeira picante com uma variedade de tiradas em personagens e filmes clássicos adolescentes."
Planeta do Tesouro,7.6,2002,/4GJnKM1CLylmp8phkyiITiwu7L.jpg,"Versão animada da Disney de “Ilha do Tesouro”, mas passando-se no espaço. Jim Hawkins é um adolescente rebelde sem muita perspectiva de futuro, até receber um mapa que o fará percorrer o espaço em sua nave com uma tripulação de personagens característicos da empresa. Afundou na bilheteria e foi um dos responsáveis pela decisão de Disney de não lançar mais filmes de animação convencional."
Dois Caras Legais,7.1,2016,/68Qf8DZ6mJFlA6aBaxVrEzUhJgu.jpg,"Na Los Angeles dos anos 1970, a filha de uma funcionária do Departamento de Justiça dos Estados Unidos é sequestrada e ela decide contratar Jackson Healy, brutamontes violento e ex-alcoólatra, para investigar o caso. O trabalho revela-se mais complicado do que o esperado e ele decide contar com a ajuda a um medroso e atrapalhado detetive particular."
Lendas da Paixão,7.4,1994,/bC6MpOWguWuZ0DyQUrIeUfxrd6B.jpg,"Três irmãos, três destinos. Alfred é o reservado, o caçula Samuel é o protegido, e o do meio, Tristan, aprendeu com os índios a ter um espírito aventureiro. Ao trazer de volta para o rancho do pai uma bela jovem, Samuel inicia um conflito de paixões que pode terminar em tragédia para sua família."
Trolls 2,7.3,2020,/paaMwl91E8rZPs9MMGLqp7iaF3H.jpg,"A rainha Poppy e Branch fazem uma descoberta surpreendente: há outros mundos Troll além do seu, e suas diferenças criam grandes confrontos entre essas diversas tribos. Quando uma ameaça misteriosa coloca todos os Trolls do país em perigo, Poppy, Branch e seu grupo de amigos devem embarcar em uma jornada épica para criar harmonia entre os Trolls rivais e uní-los contra um mal maior."
Retrato de uma Jovem em Chamas,8.1,2019,/c3OkDxs7PQuLB12qiwZUDg7ZMO6.jpg,"França, 1760. Marianne é contratada para pintar o retrato de casamento de Héloïse, uma jovem mulher que acabou de deixar o convento. Por ela ser uma noiva relutante, Marianne chega sob o disfarce de companhia, observando Héloïse de dia e a pintando secretamente à noite. Conforme as duas mulheres se aproximam, a intimidade e a atração crescem, enquanto compartilham os primeiros e últimos momentos de liberdade de Héloïse, antes do casamento iminente. O retrato de Héloïse logo se torna um ato colaborativo e o testamento do amor delas."
A Família do Futuro,6.9,2007,/uR9rV69x4saB2vh9yfgQ5PA5E0r.jpg,"Lewis (Daniel Hansen) é um jovem responsável por invenções brilhantes e surpreendentes. Seu mais recente trabalho é o escâner de memória, uma máquina que o ajudará a encontrar sua mãe biológica, o que permitirá que ele enfim tenha uma família. Porém antes mesmo de utilizá-la a máquina é roubada pelo Bandido do Chapéu Coco (Stephen J. Anderson). Lewis recebe então a visita de Wilbur Robinson (Wesley Singerman), um jovem misterioso que o leva em uma viagem no tempo. Já no futuro Lewis conhece os Robinsons, a família de Wilbur, que o ajudará a recuperar o escâner de memória."
O Aprendiz,6.9,2024,/kSXqBw3QzKqSx8ZAeWL9ms1zw2n.jpg,"Nova York, 1970. O jovem Donald Trump busca escapar da sombra de seu pai e ter sucesso no mercado imobiliário. No caminho, ele conhece Roy Cohn, um articulador político que o ensina a usar a manipulação da mídia para conquistar a riqueza e o poder."
"Dragon Ball Z: Bardock, O Pai de Goku",7.6,1990,/TQtQcckcXwkWxcij6JxJiyVXkG.jpg,"Este especial para TV mostra a história de Bardock, o pai de Goku, e também mostra a extinção dos Sayajins."
